serial_nbr,batchID
S006B021620,B021620
S002B027684,B027684
S000B027810,B027810
S007B018633,B018633
S003B017480,B017480
S007B012304,B012304
S000B037301,B037301
S008B008902,B008902
S006B028174,B028174
S008B041285,B041285
S003B022707,B022707
S007B035027,B035027
S006B007446,B007446
S000B044417,B044417
S005B039449,B039449
S008B017984,B017984
S009B005118,B005118
S002B020679,B020679
S004B038173,B038173
S007B039444,B039444
S005B048401,B048401
S004B008973,B008973
S004B006607,B006607
S003B025231,B025231
S007B039232,B039232
S005B042568,B042568
S008B047138,B047138
S008B009139,B009139
S009B011976,B011976
S005B012202,B012202
S009B018842,B018842
S002B009326,B009326
S009B009682,B009682
S000B012217,B012217
S002B003354,B003354
S004B046583,B046583
S000B009758,B009758
S008B008692,B008692
S008B009055,B009055
S009B049187,B049187
S003B038158,B038158
S002B034485,B034485
S002B037952,B037952
S003B034898,B034898
S001B040325,B040325
S007B035316,B035316
S001B047375,B047375
S005B032478,B032478
S000B011316,B011316
S002B045132,B045132
S002B024245,B024245
S003B044701,B044701
S005B031030,B031030
S001B017614,B017614
S004B005606,B005606
S005B017277,B017277
S003B009091,B009091
S002B029062,B029062
S005B014017,B014017
S002B043008,B043008
S005B047584,B047584
S006B034500,B034500
S002B007612,B007612
S006B006526,B006526
S003B022138,B022138
S000B021340,B021340
S000B004173,B004173
S008B034485,B034485
S000B013209,B013209
S001B049834,B049834
S004B021977,B021977
S005B022620,B022620
S004B019571,B019571
S009B003167,B003167
S003B008797,B008797
S000B014028,B014028
S005B034544,B034544
S000B040325,B040325
S005B024283,B024283
S000B035782,B035782
S001B021977,B021977
S008B046491,B046491
S009B026563,B026563
S003B019481,B019481
S006B032685,B032685
S005B044730,B044730
S000B033619,B033619
S008B018633,B018633
S009B013373,B013373
S001B014198,B014198
S001B047006,B047006
S000B004818,B004818
S002B031537,B031537
S006B009157,B009157
S004B028707,B028707
S006B000718,B000718
S009B033448,B033448
S006B006899,B006899
S007B032010,B032010
S008B040368,B040368
S001B010957,B010957
S009B028288,B028288
S001B015488,B015488
S009B038355,B038355
S002B028716,B028716
S000B034485,B034485
S009B045593,B045593
S009B009003,B009003
S006B019161,B019161
S008B034859,B034859
S009B042811,B042811
S006B006607,B006607
S002B005591,B005591
S001B047639,B047639
S007B004322,B004322
S006B027684,B027684
S000B043167,B043167
S005B006240,B006240
S008B035661,B035661
S001B026457,B026457
S001B014657,B014657
S006B037813,B037813
S008B008374,B008374
S001B002439,B002439
S006B006358,B006358
S005B043245,B043245
S007B041487,B041487
S000B001586,B001586
S000B019175,B019175
S005B036265,B036265
S003B026609,B026609
S007B005496,B005496
S005B006491,B006491
S005B043938,B043938
S009B034859,B034859
S009B026644,B026644
S008B013519,B013519
S004B026739,B026739
S002B005406,B005406
S000B003576,B003576
S007B018385,B018385
S000B035306,B035306
S001B026609,B026609
S006B013256,B013256
S003B020229,B020229
S008B042027,B042027
S002B042988,B042988
S003B013217,B013217
S004B036697,B036697
S006B004614,B004614
S009B000956,B000956
S009B022132,B022132
S005B027591,B027591
S000B004377,B004377
S004B018664,B018664
S009B025878,B025878
S005B009204,B009204
S003B007884,B007884
S007B031108,B031108
S007B021609,B021609
S003B040286,B040286
S000B013135,B013135
S009B041762,B041762
S003B030997,B030997
S006B034144,B034144
S002B001862,B001862
S002B039570,B039570
S001B026159,B026159
S004B039029,B039029
S008B041210,B041210
S009B021958,B021958
S005B028533,B028533
S004B016716,B016716
S006B035770,B035770
S002B027865,B027865
S005B010264,B010264
S001B040853,B040853
S001B030063,B030063
S001B012674,B012674
S004B015542,B015542
S003B040038,B040038
S003B032158,B032158
S003B036697,B036697
S009B017794,B017794
S004B037135,B037135
S007B047336,B047336
S005B044417,B044417
S004B021782,B021782
S009B012126,B012126
S003B016542,B016542
S000B006367,B006367
S004B010051,B010051
S003B048330,B048330
S003B018738,B018738
S009B036168,B036168
S008B036220,B036220
S004B014627,B014627
S000B040778,B040778
S006B002508,B002508
S002B040918,B040918
S008B014868,B014868
S008B009984,B009984
S001B048059,B048059
S002B019623,B019623
S002B028665,B028665
S000B035072,B035072
S001B040584,B040584
S009B046415,B046415
S000B044797,B044797
S007B028716,B028716
S007B028707,B028707
S000B015043,B015043
S000B042406,B042406
S006B042066,B042066
S001B031606,B031606
S009B006404,B006404
S004B026681,B026681
S005B012803,B012803
S004B011400,B011400
S000B044300,B044300
S000B008473,B008473
S000B048452,B048452
S008B015253,B015253
S007B038338,B038338
S002B024885,B024885
S005B003707,B003707
S002B018344,B018344
S008B049370,B049370
S008B021727,B021727
S005B011516,B011516
S007B033771,B033771
S005B005861,B005861
S003B003321,B003321
S005B027575,B027575
S001B026681,B026681
S005B019960,B019960
S004B013901,B013901
S001B036221,B036221
S004B033007,B033007
S003B044801,B044801
S006B012669,B012669
S005B046346,B046346
S003B027194,B027194
S004B037771,B037771
S009B018168,B018168
S001B036168,B036168
S004B010468,B010468
S000B042653,B042653
S005B008025,B008025
S004B047688,B047688
S000B018531,B018531
S008B044204,B044204
S007B019161,B019161
S005B007875,B007875
S000B044077,B044077
S003B049744,B049744
S007B040410,B040410
S003B019057,B019057
S009B023701,B023701
S003B014688,B014688
S001B043792,B043792
S000B044692,B044692
S000B041304,B041304
S001B023761,B023761
S000B017922,B017922
S003B000799,B000799
S004B015157,B015157
S009B016080,B016080
S009B043168,B043168
S008B010850,B010850
S006B014338,B014338
S001B020377,B020377
S007B003707,B003707
S008B000232,B000232
S003B039390,B039390
S006B005414,B005414
S006B008472,B008472
S006B036265,B036265
S004B047633,B047633
S004B048149,B048149
S003B023779,B023779
S002B035922,B035922
S009B047839,B047839
S007B010264,B010264
S004B046469,B046469
S005B012484,B012484
S003B031067,B031067
S005B037772,B037772
S008B008605,B008605
S008B040456,B040456
S009B048995,B048995
S002B033145,B033145
S000B043938,B043938
S008B024345,B024345
S008B031076,B031076
S007B006327,B006327
S007B019313,B019313
S004B049109,B049109
S008B015971,B015971
S002B028971,B028971
S004B028650,B028650
S006B004173,B004173
S008B020762,B020762
S006B018381,B018381
S002B031374,B031374
S006B000804,B000804
S004B039552,B039552
S009B046906,B046906
S008B032576,B032576
S000B028464,B028464
S000B041445,B041445
S002B005262,B005262
S008B046642,B046642
S001B040833,B040833
S004B014406,B014406
S003B013534,B013534
S007B018523,B018523
S003B040223,B040223
S006B020586,B020586
S002B019348,B019348
S003B041542,B041542
S002B042911,B042911
S002B035578,B035578
S007B011976,B011976
S000B043346,B043346
S000B047584,B047584
S001B026980,B026980
S003B001524,B001524
S001B016243,B016243
S003B040401,B040401
S008B032755,B032755
S009B007475,B007475
S009B007612,B007612
S008B020131,B020131
S003B047474,B047474
S007B009803,B009803
S004B035169,B035169
S002B030638,B030638
S008B016547,B016547
S005B033004,B033004
S003B049609,B049609
S008B000943,B000943
S007B008797,B008797
S005B023761,B023761
S008B019970,B019970
S000B025544,B025544
S004B027810,B027810
S002B042293,B042293
S005B022889,B022889
S006B018580,B018580
S000B042876,B042876
S009B015315,B015315
S008B036580,B036580
S007B021542,B021542
S009B019021,B019021
S004B018161,B018161
S008B019960,B019960
S003B029071,B029071
S002B001783,B001783
S001B041249,B041249
S003B029701,B029701
S006B021937,B021937
S004B036434,B036434
S005B044069,B044069
S006B002939,B002939
S008B025973,B025973
S008B009376,B009376
S005B002983,B002983
S000B039005,B039005
S007B023229,B023229
S009B007158,B007158
S001B021584,B021584
S003B015107,B015107
S006B037886,B037886
S002B015803,B015803
S003B008480,B008480
S002B016050,B016050
S005B033072,B033072
S007B008004,B008004
S005B031247,B031247
S003B028699,B028699
S008B012161,B012161
S006B034875,B034875
S008B050059,B050059
S009B028070,B028070
S001B007143,B007143
S009B033823,B033823
S007B036313,B036313
S001B020968,B020968
S007B011711,B011711
S007B039141,B039141
S003B018989,B018989
S007B021441,B021441
S004B010596,B010596
S003B027197,B027197
S004B030339,B030339
S007B023134,B023134
S002B013504,B013504
S007B034435,B034435
S003B034545,B034545
S009B036220,B036220
S009B042319,B042319
S005B011400,B011400
S002B026644,B026644
S008B046929,B046929
S004B026967,B026967
S004B008984,B008984
S008B026506,B026506
S003B008419,B008419
S002B015660,B015660
S003B020365,B020365
S007B042406,B042406
S000B012916,B012916
S002B040026,B040026
S000B027570,B027570
S009B032036,B032036
S004B029189,B029189
S004B010012,B010012
S005B049323,B049323
S005B011953,B011953
S003B047182,B047182
S004B026312,B026312
S003B046526,B046526
S000B041215,B041215
S003B033356,B033356
S001B029773,B029773
S009B001031,B001031
S001B049292,B049292
S001B014915,B014915
S000B004509,B004509
S004B041542,B041542
S001B018635,B018635
S003B041421,B041421
S000B036182,B036182
S006B003321,B003321
S004B003169,B003169
S001B037332,B037332
S008B017152,B017152
S006B011400,B011400
S004B025686,B025686
S008B005041,B005041
S008B013528,B013528
S000B019639,B019639
S001B014685,B014685
S003B012669,B012669
S004B028453,B028453
S008B035205,B035205
S002B009091,B009091
S009B044436,B044436
S009B009249,B009249
S002B044936,B044936
S005B001273,B001273
S002B050126,B050126
S006B027576,B027576
S001B005458,B005458
S002B011920,B011920
S004B032158,B032158
S001B036302,B036302
S004B003707,B003707
S007B033298,B033298
S005B049370,B049370
S008B023437,B023437
S008B046469,B046469
S002B028634,B028634
S002B042406,B042406
S000B043146,B043146
S003B034322,B034322
S002B015157,B015157
S009B028679,B028679
S006B007297,B007297
S003B005041,B005041
S006B022280,B022280
S002B039438,B039438
S000B017259,B017259
S009B019579,B019579
S005B022132,B022132
S005B037332,B037332
S005B042458,B042458
S007B017094,B017094
S004B023195,B023195
S003B017438,B017438
S009B048658,B048658
S005B000956,B000956
S006B034581,B034581
S009B039119,B039119
S000B029071,B029071
S000B037809,B037809
S001B037569,B037569
S009B014965,B014965
S001B029787,B029787
S004B001696,B001696
S001B008430,B008430
S007B038717,B038717
S006B042442,B042442
S003B036158,B036158
S004B042509,B042509
S005B012047,B012047
S008B040624,B040624
S009B045328,B045328
S000B039451,B039451
S006B017535,B017535
S006B023860,B023860
S009B037714,B037714
S009B049650,B049650
S001B038568,B038568
S008B043763,B043763
S002B018035,B018035
S003B050336,B050336
S000B034990,B034990
S000B016152,B016152
S005B007297,B007297
S008B012942,B012942
S009B001888,B001888
S002B041306,B041306
S002B042066,B042066
S004B008909,B008909
S003B035316,B035316
S002B003543,B003543
S000B045378,B045378
S009B009204,B009204
S002B030801,B030801
S005B006683,B006683
S002B015418,B015418
S009B005496,B005496
S007B004741,B004741
S008B031421,B031421
S007B007158,B007158
S002B022440,B022440
S009B020436,B020436
S009B006607,B006607
S009B030339,B030339
S004B050254,B050254
S002B005429,B005429
S003B034524,B034524
S003B021834,B021834
S003B010885,B010885
S008B030788,B030788
S006B022979,B022979
S008B038030,B038030
S002B018277,B018277
S002B031444,B031444
S006B024690,B024690
S002B035089,B035089
S000B040585,B040585
S009B018381,B018381
S003B037472,B037472
S005B014685,B014685
S006B013209,B013209
S004B030432,B030432
S003B040289,B040289
S003B040918,B040918
S001B020576,B020576
S009B049006,B049006
S002B037886,B037886
S000B005458,B005458
S007B009091,B009091
S007B038046,B038046
S007B038668,B038668
S008B018910,B018910
S004B038310,B038310
S009B012075,B012075
S000B009600,B009600
S002B048978,B048978
S005B013225,B013225
S000B037767,B037767
S004B049619,B049619
S000B048965,B048965
S002B028764,B028764
S007B045378,B045378
S007B048386,B048386
S000B001071,B001071
S001B028888,B028888
S006B040289,B040289
S004B012275,B012275
S001B048986,B048986
S001B019623,B019623
S001B034640,B034640
S009B035538,B035538
S006B016156,B016156
S001B008949,B008949
S006B010768,B010768
S000B031333,B031333
S009B030049,B030049
S002B005273,B005273
S001B009152,B009152
S005B049353,B049353
S000B027211,B027211
S007B024933,B024933
S008B017762,B017762
S002B016600,B016600
S009B047138,B047138
S000B040853,B040853
S007B040251,B040251
S007B006701,B006701
S007B019246,B019246
S004B014880,B014880
S005B033046,B033046
S006B044948,B044948
S002B014657,B014657
S006B014380,B014380
S009B039484,B039484
S005B027566,B027566
S004B041550,B041550
S000B018738,B018738
S004B043275,B043275
S005B020134,B020134
S009B047888,B047888
S002B024453,B024453
S009B017094,B017094
S000B037481,B037481
S009B001498,B001498
S008B027211,B027211
S003B004927,B004927
S004B011849,B011849
S003B011598,B011598
S004B035019,B035019
S008B014685,B014685
S004B007948,B007948
S007B036912,B036912
S003B018580,B018580
S004B019340,B019340
S001B024181,B024181
S009B029938,B029938
S002B042208,B042208
S005B032403,B032403
S005B001089,B001089
S003B049749,B049749
S005B017530,B017530
S008B034545,B034545
S002B041124,B041124
S004B022945,B022945
S008B036912,B036912
S001B049650,B049650
S000B047099,B047099
S008B038045,B038045
S001B039788,B039788
S002B049555,B049555
S003B005524,B005524
S007B020736,B020736
S000B046124,B046124
S009B040038,B040038
S004B009833,B009833
S004B009574,B009574
S008B002221,B002221
S009B015418,B015418
S008B003481,B003481
S001B038046,B038046
S008B011493,B011493
S006B003374,B003374
S007B043557,B043557
S004B046501,B046501
S006B018691,B018691
S007B010012,B010012
S001B033178,B033178
S002B034643,B034643
S003B044069,B044069
S001B040315,B040315
S007B042293,B042293
S003B017661,B017661
S009B038253,B038253
S001B006283,B006283
S007B016963,B016963
S001B009135,B009135
S003B028610,B028610
S005B005846,B005846
S004B029476,B029476
S002B021958,B021958
S000B002585,B002585
S008B015657,B015657
S005B046583,B046583
S001B032729,B032729
S006B017454,B017454
S004B010177,B010177
S002B033072,B033072
S002B009197,B009197
S000B049459,B049459
S007B037472,B037472
S001B003198,B003198
S005B016508,B016508
S007B018301,B018301
S002B015226,B015226
S000B034255,B034255
S002B021407,B021407
S007B047639,B047639
S000B000799,B000799
S006B002354,B002354
S007B005627,B005627
S008B014380,B014380
S002B016274,B016274
S004B009815,B009815
S002B046055,B046055
S005B002461,B002461
S005B027325,B027325
S003B045197,B045197
S008B018531,B018531
S009B029071,B029071
S002B007829,B007829
S002B020736,B020736
S009B026123,B026123
S001B009440,B009440
S000B035089,B035089
S003B008374,B008374
S003B011953,B011953
S002B001537,B001537
S000B037533,B037533
S008B026584,B026584
S002B004889,B004889
S003B018556,B018556
S003B027958,B027958
S002B026801,B026801
S006B043897,B043897
S003B040660,B040660
S003B040987,B040987
S003B043547,B043547
S001B031017,B031017
S003B001683,B001683
S009B040778,B040778
S007B019532,B019532
S001B029396,B029396
S002B016879,B016879
S008B025406,B025406
S005B033546,B033546
S008B016574,B016574
S000B034631,B034631
S000B006269,B006269
S007B022588,B022588
S006B016181,B016181
S006B042988,B042988
S006B047053,B047053
S008B030523,B030523
S005B048995,B048995
S008B006970,B006970
S007B033696,B033696
S002B025375,B025375
S000B038189,B038189
S008B048838,B048838
S008B041017,B041017
S002B017505,B017505
S007B046237,B046237
S001B043697,B043697
S008B034049,B034049
S000B017535,B017535
S001B042284,B042284
S009B024455,B024455
S005B050002,B050002
S001B005717,B005717
S001B017277,B017277
S005B014211,B014211
S002B020279,B020279
S007B021823,B021823
S007B031022,B031022
S004B004322,B004322
S004B030028,B030028
S001B019021,B019021
S005B018523,B018523
S007B017535,B017535
S007B010143,B010143
S004B046427,B046427
S005B026896,B026896
S006B032036,B032036
S005B018483,B018483
S009B003169,B003169
S003B014147,B014147
S005B009436,B009436
S009B041353,B041353
S001B003997,B003997
S002B047092,B047092
S004B043302,B043302
S006B010852,B010852
S006B029666,B029666
S001B025982,B025982
S006B039817,B039817
S008B013741,B013741
S004B036491,B036491
S008B004614,B004614
S002B028148,B028148
S003B006906,B006906
S005B011417,B011417
S006B007597,B007597
S005B042421,B042421
S009B045184,B045184
S002B007850,B007850
S001B003999,B003999
S004B007870,B007870
S002B015657,B015657
S009B007060,B007060
S009B004614,B004614
S003B028885,B028885
S003B039543,B039543
S003B041215,B041215
S007B039278,B039278
S001B005817,B005817
S000B046505,B046505
S003B002039,B002039
S002B008616,B008616
S006B026681,B026681
S006B025277,B025277
S003B031396,B031396
S003B035734,B035734
S006B012953,B012953
S000B040410,B040410
S004B012130,B012130
S007B041628,B041628
S001B007092,B007092
S001B044883,B044883
S008B021844,B021844
S004B027958,B027958
S008B042320,B042320
S009B037244,B037244
S000B011516,B011516
S003B040600,B040600
S001B030432,B030432
S007B035169,B035169
S004B031987,B031987
S004B012430,B012430
S003B000197,B000197
S007B042561,B042561
S005B013135,B013135
S009B041285,B041285
S001B004046,B004046
S006B039382,B039382
S001B038544,B038544
S000B010128,B010128
S009B024359,B024359
S009B005146,B005146
S001B025064,B025064
S009B009815,B009815
S003B044236,B044236
S004B050233,B050233
S007B039623,B039623
S008B047375,B047375
S004B007723,B007723
S005B020436,B020436
S007B042699,B042699
S003B005658,B005658
S002B048634,B048634
S009B046938,B046938
S009B030801,B030801
S004B001683,B001683
S005B032296,B032296
S007B005846,B005846
S004B009157,B009157
S002B026894,B026894
S002B001619,B001619
S000B017998,B017998
S008B013088,B013088
S005B019979,B019979
S000B014211,B014211
S002B049134,B049134
S004B046886,B046886
S006B043172,B043172
S009B004781,B004781
S006B040778,B040778
S002B000718,B000718
S007B017660,B017660
S009B022350,B022350
S009B023437,B023437
S004B030049,B030049
S003B015372,B015372
S004B040266,B040266
S001B036350,B036350
S001B036552,B036552
S006B014176,B014176
S007B021824,B021824
S008B049275,B049275
S004B009421,B009421
S003B034180,B034180
S005B023259,B023259
S006B040624,B040624
S007B032940,B032940
S002B029138,B029138
S002B018076,B018076
S003B009055,B009055
S004B008902,B008902
S006B012446,B012446
S005B021794,B021794
S003B016131,B016131
S001B038523,B038523
S009B050384,B050384
S000B029207,B029207
S007B019457,B019457
S003B038030,B038030
S005B035661,B035661
S006B044525,B044525
S002B040521,B040521
S006B017019,B017019
S002B049765,B049765
S007B028015,B028015
S005B037135,B037135
S003B033546,B033546
S000B004296,B004296
S005B014380,B014380
S007B003330,B003330
S004B003999,B003999
S001B039444,B039444
S002B030517,B030517
S004B043245,B043245
S007B044922,B044922
S001B023195,B023195
S007B028418,B028418
S006B013534,B013534
S002B014508,B014508
S003B019639,B019639
S006B032940,B032940
S005B027963,B027963
S004B044909,B044909
S004B032514,B032514
S001B023889,B023889
S000B025114,B025114
S002B030887,B030887
S003B047332,B047332
S004B013861,B013861
S007B001929,B001929
S007B010872,B010872
S007B049650,B049650
S001B024565,B024565
S005B031244,B031244
S007B002167,B002167
S002B015521,B015521
S002B039232,B039232
S001B035675,B035675
S005B048936,B048936
S002B037332,B037332
S005B024274,B024274
S005B012893,B012893
S005B049272,B049272
S008B018523,B018523
S003B046427,B046427
S009B006485,B006485
S002B021118,B021118
S004B000156,B000156
S003B046198,B046198
S001B031744,B031744
S005B016716,B016716
S000B001975,B001975
S000B029701,B029701
S004B028148,B028148
S006B049125,B049125
S005B032414,B032414
S007B030506,B030506
S008B039451,B039451
S004B043114,B043114
S003B008316,B008316
S004B039956,B039956
S001B005649,B005649
S006B036134,B036134
S007B028234,B028234
S002B049919,B049919
S006B002817,B002817
S006B033891,B033891
S008B026609,B026609
S000B035128,B035128
S008B018691,B018691
S000B010925,B010925
S007B033052,B033052
S008B045070,B045070
S004B001075,B001075
S006B020461,B020461
S001B038035,B038035
S000B032038,B032038
S006B029539,B029539
S009B025406,B025406
S009B043623,B043623
S006B005408,B005408
S007B010128,B010128
S004B014344,B014344
S001B034470,B034470
S001B005041,B005041
S002B014909,B014909
S008B045303,B045303
S001B002343,B002343
S005B046553,B046553
S007B003268,B003268
S006B042610,B042610
S001B013929,B013929
S007B040062,B040062
S004B026225,B026225
S004B043660,B043660
S002B022587,B022587
S004B038861,B038861
S007B042085,B042085
S000B014915,B014915
S004B017761,B017761
S009B046237,B046237
S006B040864,B040864
S007B038759,B038759
S003B036533,B036533
S004B029461,B029461
S005B013063,B013063
S005B013763,B013763
S007B039845,B039845
S003B035860,B035860
S006B028650,B028650
S000B035538,B035538
S003B008732,B008732
S005B044469,B044469
S006B048588,B048588
S002B044080,B044080
S007B035386,B035386
S000B015730,B015730
S001B041762,B041762
S006B023739,B023739
S004B006197,B006197
S001B016750,B016750
S007B039889,B039889
S009B015646,B015646
S003B016831,B016831
S006B039658,B039658
S003B000809,B000809
S005B015803,B015803
S006B014136,B014136
S008B011962,B011962
S003B000888,B000888
S002B030523,B030523
S001B023313,B023313
S004B003403,B003403
S003B021620,B021620
S008B019283,B019283
S006B037301,B037301
S009B010619,B010619
S009B006674,B006674
S006B042430,B042430
S004B008339,B008339
S008B036514,B036514
S001B020321,B020321
S001B009662,B009662
S009B008331,B008331
S007B028095,B028095
S009B040132,B040132
S005B015532,B015532
S009B041017,B041017
S000B038643,B038643
S006B029870,B029870
S009B017744,B017744
S003B048411,B048411
S002B044730,B044730
S003B039948,B039948
S009B021776,B021776
S000B006599,B006599
S003B034928,B034928
S009B014406,B014406
S000B019383,B019383
S009B042458,B042458
S006B040594,B040594
S004B022600,B022600
S002B022796,B022796
S008B017614,B017614
S007B026316,B026316
S005B040987,B040987
S005B020480,B020480
S001B012546,B012546
S004B045048,B045048
S003B027576,B027576
S004B048907,B048907
S003B026894,B026894
S003B040521,B040521
S003B048387,B048387
S007B001683,B001683
S009B026157,B026157
S001B022728,B022728
S004B045712,B045712
S009B043201,B043201
S003B001586,B001586
S009B004597,B004597
S008B042988,B042988
S005B034249,B034249
S009B047342,B047342
S003B048585,B048585
S003B025442,B025442
S005B031747,B031747
S000B028254,B028254
S008B048801,B048801
S007B049791,B049791
S009B027765,B027765
S002B006970,B006970
S005B040543,B040543
S008B034692,B034692
S001B049775,B049775
S006B033295,B033295
S004B015617,B015617
S008B039328,B039328
S002B002337,B002337
S001B015971,B015971
S001B010343,B010343
S001B022427,B022427
S006B028713,B028713
S007B047477,B047477
S006B003576,B003576
S009B042699,B042699
S008B029790,B029790
S004B047477,B047477
S003B006358,B006358
S001B012161,B012161
S009B025833,B025833
S009B005408,B005408
S008B043714,B043714
S005B027818,B027818
S001B022304,B022304
S005B037334,B037334
S008B013968,B013968
S003B014135,B014135
S009B021811,B021811
S006B032158,B032158
S007B049144,B049144
S002B030324,B030324
S000B021823,B021823
S004B010466,B010466
S009B007241,B007241
S000B013052,B013052
S003B035574,B035574
S004B000952,B000952
S003B038624,B038624
S008B027213,B027213
S009B008909,B008909
S005B030517,B030517
S009B010012,B010012
S009B011962,B011962
S002B004989,B004989
S004B014198,B014198
S008B004785,B004785
S008B028665,B028665
S002B049914,B049914
S003B003810,B003810
S009B049619,B049619
S000B024885,B024885
S002B002385,B002385
S000B033013,B033013
S004B046888,B046888
S008B040987,B040987
S003B003623,B003623
S003B023728,B023728
S005B027317,B027317
S001B005861,B005861
S007B006687,B006687
S007B019571,B019571
S000B032158,B032158
S004B024359,B024359
S000B035784,B035784
S008B032216,B032216
S008B032579,B032579
S005B027522,B027522
S000B028657,B028657
S006B043792,B043792
S003B030295,B030295
S006B039476,B039476
S005B013550,B013550
S002B033771,B033771
S005B046938,B046938
S006B031747,B031747
S009B020108,B020108
S003B006326,B006326
S002B002692,B002692
S002B039838,B039838
S003B001862,B001862
S003B007724,B007724
S000B033356,B033356
S000B016111,B016111
S002B008046,B008046
S001B031076,B031076
S002B047336,B047336
S003B000498,B000498
S000B033440,B033440
S005B003890,B003890
S009B010850,B010850
S001B028835,B028835
S009B001030,B001030
S005B029787,B029787
S001B017439,B017439
S003B000385,B000385
S004B041126,B041126
S000B018615,B018615
S001B013234,B013234
S001B045374,B045374
S004B048387,B048387
S008B022440,B022440
S004B008046,B008046
S005B035699,B035699
S008B010298,B010298
S000B015224,B015224
S008B017259,B017259
S008B002651,B002651
S000B028671,B028671
S006B012161,B012161
S000B034361,B034361
S002B038685,B038685
S007B032413,B032413
S003B008660,B008660
S008B008909,B008909
S004B016840,B016840
S000B048386,B048386
S005B029976,B029976
S005B005181,B005181
S004B036219,B036219
S007B001176,B001176
S008B046733,B046733
S002B005245,B005245
S009B041487,B041487
S000B027051,B027051
S005B048714,B048714
S000B001462,B001462
S004B036976,B036976
S002B023346,B023346
S006B016840,B016840
S000B038125,B038125
S009B007850,B007850
S002B009162,B009162
S006B034052,B034052
S000B006769,B006769
S000B028904,B028904
S008B042278,B042278
S006B014508,B014508
S009B019246,B019246
S008B022103,B022103
S002B023066,B023066
S001B039382,B039382
S005B047358,B047358
S002B018910,B018910
S000B041346,B041346
S008B043292,B043292
S005B033942,B033942
S000B014037,B014037
S001B018531,B018531
S008B016540,B016540
S009B026609,B026609
S005B015646,B015646
S004B033619,B033619
S006B025459,B025459
S007B010852,B010852
S002B033787,B033787
S000B002781,B002781
S000B045132,B045132
S009B043249,B043249
S009B009979,B009979
S003B048090,B048090
S002B002556,B002556
S009B006970,B006970
S006B010697,B010697
S006B007295,B007295
S003B046583,B046583
S002B047688,B047688
S001B031765,B031765
S000B044212,B044212
S006B042284,B042284
S005B016181,B016181
S004B033052,B033052
S006B030039,B030039
S005B011998,B011998
S009B010583,B010583
S005B028716,B028716
S008B024153,B024153
S003B004879,B004879
S004B037002,B037002
S001B004927,B004927
S008B034323,B034323
S002B028834,B028834
S001B007724,B007724
S007B018906,B018906
S008B042507,B042507
S001B035176,B035176
S006B011132,B011132
S007B015779,B015779
S003B045712,B045712
S009B036661,B036661
S004B038650,B038650
S003B034830,B034830
S001B006192,B006192
S006B040238,B040238
S009B014685,B014685
S007B006826,B006826
S000B010371,B010371
S000B018910,B018910
S007B034876,B034876
S003B028330,B028330
S007B040112,B040112
S001B025097,B025097
S002B007244,B007244
S004B029187,B029187
S003B032478,B032478
S006B033078,B033078
S005B022899,B022899
S009B008407,B008407
S002B036060,B036060
S000B029276,B029276
S008B010343,B010343
S002B033433,B033433
S001B049240,B049240
S007B006712,B006712
S009B034990,B034990
S003B024632,B024632
S001B009262,B009262
S001B035386,B035386
S002B048995,B048995
S009B035330,B035330
S000B002386,B002386
S004B048914,B048914
S004B044883,B044883
S005B035502,B035502
S001B024046,B024046
S004B039159,B039159
S002B050178,B050178
S009B029679,B029679
S007B050352,B050352
S003B010343,B010343
S006B016131,B016131
S005B004173,B004173
S005B000644,B000644
S006B024376,B024376
S005B038011,B038011
S007B018381,B018381
S001B030638,B030638
S000B023965,B023965
S008B020500,B020500
S000B035019,B035019
S001B013063,B013063
S008B007352,B007352
S007B012467,B012467
S000B001089,B001089
S004B008346,B008346
S003B040764,B040764
S007B040975,B040975
S001B005283,B005283
S006B020914,B020914
S009B003330,B003330
S005B010119,B010119
S003B009662,B009662
S002B046505,B046505
S002B046346,B046346
S002B043897,B043897
S007B010026,B010026
S005B010925,B010925
S000B013114,B013114
S007B046162,B046162
S001B040531,B040531
S001B018908,B018908
S002B038253,B038253
S001B023064,B023064
S003B042289,B042289
S006B032780,B032780
S003B033891,B033891
S001B022497,B022497
S000B002324,B002324
S004B004781,B004781
S006B035089,B035089
S002B036265,B036265
S005B049221,B049221
S009B025687,B025687
S005B033193,B033193
S009B029261,B029261
S001B034485,B034485
S002B029441,B029441
S004B002676,B002676
S003B010264,B010264
S008B014688,B014688
S000B018664,B018664
S002B049353,B049353
S000B034128,B034128
S006B047533,B047533
S009B020229,B020229
S006B049989,B049989
S005B028288,B028288
S009B030039,B030039
S004B049290,B049290
S000B007082,B007082
S002B014344,B014344
S004B029724,B029724
S009B043660,B043660
S001B006861,B006861
S008B022193,B022193
S009B049275,B049275
S002B030474,B030474
S002B008732,B008732
S003B025686,B025686
S001B048337,B048337
S009B011657,B011657
S001B040112,B040112
S004B026457,B026457
S009B004889,B004889
S001B040613,B040613
S004B002725,B002725
S005B003054,B003054
S008B004425,B004425
S006B004601,B004601
S006B050178,B050178
S008B031244,B031244
S008B043655,B043655
S001B015730,B015730
S005B003198,B003198
S000B044313,B044313
S008B023467,B023467
S003B028288,B028288
S000B042699,B042699
S004B026679,B026679
S009B021697,B021697
S003B008159,B008159
S008B001929,B001929
S001B037485,B037485
S001B011657,B011657
S000B037103,B037103
